,review
4305,"I am not a sandwich kind of gal, never have been, I love my carbs but bread normally never does it for me....but this. place. is. AMAZING. I worked in FiDi before covid hit so it was a quick walk from the office, but now that I'm working from home all the way in Brooklyn - I find myself dreaming about the pisillo panini! So delish and one sandwich was enough for my boyfriend and I to share. I would even have leftovers! I would highly recommend."
4306,"We were in the area, hungry & hoping for that NY atmosphere with good food. Great sandwiches. Small deli with limited seating but it was mid afternoon and we were able to get a table easily. Friendly staff."
4307,"I was embarrassed walking down the street eating this. Not because it's not super delicious, because it is...but because it looked like I was eating a grown man's arm. This sandwich is massive. Come with hungry friends. P.S. I ate the entire arm myself. Not my proudest moment."
4308,OUTSTANDING  with  up my partner and I found this amazing Italian sandwich shop in downtown Manhattan if you are in the area trust me we I'll NEVER WILL BE SORRY THIS IS ABSOLUTELY THE BEST SANDWICH EVER ( btw I order the Pisillo sandwich
4309,Heyyyyyyyy oh!This true Italiano panini joint located right by Fulton Street Station is a must and lives up to the hype.This spot is a Wall Street favorite and everyone who works in FiDi knows it's the best panini spot.This unassuming joint is not noticeable and you can walk by it a million times. It has only a few tables and a bunch of people speaking Italian behind the counter. I highly suggest getting their most well known panini the pissilo which is amazing and more delicious with every bite if you can finish it in one sitting everyone will be impressed as it is a true foot long or longer. It is a little pricey but it is more than enough for 2 people.In short:- Amazing Paninis - Enough for 2 people- Cash only- Small Shop
4310,"As a tofu lover, this place is amazing. Even if the rest of your group isn't into tofu, there's plenty of other Korean options that will satisfy them. Only thing is the entire group must be present to be seated."
4311,One of the best Korean BBQ spots in all of ktown. The fried fish side dish is always an added nice touch. Love the combo platters! DELICIOUSSS and great service! Love love love!
4312,Great spot for tofu soup! We ordered the oyster and seafood. They have combos available but only on weekdays
4313,"This place in ktown is SO spacious, as they have a huge first and second floor! Note, they do require a proof of vaccination if you do want to sit inside. The waitresses are all so attentive and really speedy. The food/drinks came out pretty fast. A variety of side dishes come out and and they were pretty decent. The soondubu is a bit sweet if you don't get it spicy. After about eating half of the bowl, it was hard to finish the broth without going back and forth with other side dishes."
4314,"COCKROACH on the food. I am writing this review, because I had an terrible experinced ever. Me and my friends went bcd today for late lunch. First, the server didn't give us a water untill we asked her and it came out when the food comes. Secondly, my order was a wrong order, so I told them and they didn't give me any apologize or an explanation about this. Fianlly, we found a COCKROACH. I was not able to finish my food and they didn't do anything about it. They just say sorry, but I think this is not a way to treat a customer. I am so dissapointed and I'm not gonna go here again."
4315,"The wait on a Monday night was about 30 minutes but once inside, it was worth waiting for.  I tried the medium spicy mandoo soondubu to mix it up and it was good although my favorite is still the mixed soondubu with seafood and beef.  The seafood pancake was also really good and the banchan which included the fried croaker was good."
4316,"3.5Very efficient service. Ordered the mushroom soondubu and was not impressed. Given BCD's reputation, willing to come back and try a different dish as my friend had the kimchi soondubu and loved it."
4317,"They really know what they are doing here! The Covid parklet is heated yet has open circulation as they keep the windows open. Service here is notably fast and attentive, even when they are busy. They refilled my side dishes without me even having to ask.Food wise, was delish! We ordered hot stone bibimbap with beef and pork tofu soup. FYI they take their spice levels serious here! I love spicy so I got my tofu soup extra spicy and almost died."
4318,"Got takeout from BCD Tofu House. The food was good as always - not too much of a difference compared to eating in the restaurant. I always get the soups whenever I come to BCD, but this time we got some other dishes instead to try. The bibimbap was great, and the bulgogi was super flavorful. The tteokboki was good but nothing special. Would recommend to come to grab a bite or get takeout from if you want something casual."
4319,"Been here numerous times before and it's one of my top go-to places for tofu soup in the NYC area. Prices are on the higher end for tofu soup, but they are consistently solid & delicious. However it isn't the *best* tofu soup I've had. Banchan is provided and the server kept refilling some of the ones that I really liked.Service: Pretty good, attentive servers...they are quick and direct. COVID: They don't take your temperature. Outdoor dining is available in an ""outdoor"" house with heat lamps and opened windows. They force you to keep the windows open for air ventilation which I really appreciate since some people wanted to close them b/c it was cold."
4320,"Did not come for food. Only came to dance at night. Fantastic selection of Latin music. I am not much of a great dancer but people will approach you to dance and will never make you feel self conscious. Bartenders were all very animated, respectful and fun! The bag check was organized and efficient. The only downsides - the line for the bathroom was very long and there was a $15 cover for girls and guys! But I could definitely see myself coming back for a good time!"
4321,"This is such a fun restaurant in EV. Depending on when you want to go there, you might need to be prepared to wait. I've dined here and drank here on multiple occasions. What i'd recommend is: - Guacamole, though the last time I ordered this I did feel like it was lacking salt. - Fish tacos- Arepitas cubanas with pulled pork( I want to try the arepa churrasqueso soon)- Pinchos de polloI haven't been able to come for brunch, but don't worry- it's on my list!They have a HH special and the margarita's are pretty good.The vibe is fun, it always seems like a decent crowd that turns out and I know this turns into a night party once the restaurant shuts down on the weekends. Should you check it out? Yes! Reliable, good food and decent drinks. I'll definitely update my review once I come back for Brunch. 4.5/5"
4322,"Great spot that wears many hats including good brunch restaurant, nice spot for happy hour and snacks, and an all out dance party spot late night. This particular visit was for brunch and the egg burrito certainly hit the spot. Could have used a bit more guac with it, but overall was very happy with my meal and of course the frozen marg to wash it down"
4323,"For being able to seat 7 people at a cramp bar, I have to give them props for making it work. I had a pretty fantastic time! Walk ins only. The vibes was popping on a weekend night, with loud music and parties from one end of the circle-like interior layout to the other. The workers were efficient and friendly in seating us despite how busy it was. The area they gave us was nicely private and enclosed. I ordered the Churrasco, Quesadilla de Churrasco, and a Frozen Mango Margarita. They have a happy hour special every day (including weekends!) from 12PM - 8PM.Original margaritas are $9 and flavors are an extra buck. The Frozen Mango Margarita ($10), although hard to drink at first given the fat icy chunks, was so so yummy and fruity. I always love when I can taste the mango flavor that is equally as strong as the alcohol. The Quesadilla de Churrasco, or Steak Quesadilla ($15), was disappointing to me. I don't recommend getting given the small portion and the lack of cheese. I'm glad I didn't waste a Lactaid pill on this! The Churrasco ($29), on the other hand, was AMAZING. I took one bite, and I fell in love. That grilled skirt steak was perfection, and they actually gave me a true medium rare! Easy to cut, easy to chew, and with the slight sourness of the chimichurri sauce? Perfection! Plus, those beautiful golden baked yuca fries offered an even heartier and sweet embellish to the classy meal. They also gave us a fat portion of Chips w/ Guac & Salsa on the house. Everyone else's food looked amazing and the staff was fast and wonderful. Totally come here for fun vibes and a comforting night (or brunch!) out."
4324,"The East Village is always happening and hopping. Speaking for myself, I don't know it inside out so when my friend suggested Yuca Bar for brunch, I was in!This space is a large one---sitting on the corner with adorable interior, but also with wrap around outdoor accommodations. This could be said for most spots in the EV as dining al fresco is common. They supposedly have HH going on daily but we stuck with coffee and tea.There was a pretty good selection of Mexican and traditional selections on the menu and I was immediately drawn to Guacamole Toast better known as Avocado Toast. My friend chose the Steak and Eggs.Service was really good and our meal arrived not long after placing the order. We were also informed as soon as we sat down that the dining limitation would be for 90 minutes. I can see why.When we left, the place was packed.My Avocado Toast was delicious. One big slice of sourdough bread layered with fresh/well made Avocado and finally topped with 2 poached eggs.A side salad accompanied the entree.My friend had no complaints with her selection and raved about the Chimichurri sauce that was served on the side.Overall, Yuca Bar is a fun and always festive restaurant to consider for brunch, apps, drinks or dinner.  It won my approval!"
4325,"Best place for happy hour deals and food! food is always filing and the guac is whipped and creamy, highly recommend always!!"
4326,"I went to yuca bar last night with a friend around 6:30 and got seated inside. They have happy hour every day until 8pm so we were able to get a few drinks at $9 for the deal. The passion fruit and mango margarita we're great! My friend got two mojitos and the addition of the sugar cane was a nice touch for garnish. To start off, we got an order of guac pico de gallo and chips and it didn't not disappoint. The portion size was generous and the Chip basket also included plantain chips. We decided to get a few different tapas to share and I'm glad we did because everything was delicious! The pulpo ala parrilla was so flavorful and was one of the favorites! The shrimp ceviche was also super fresh and the avocado chunks in it was a nice touch. We also ordered the Brazilian steak skewers with chimichurri rice and they were very juicy. Overall I would definitely come back."
4327,"This place really surprised me.  I'm not big on Pan-Latin American food nor tapas.Sitting down outdoors, I liked the setting but was really struggling with the menu because I was leaning toward the Arepa but I kept picturing an extremely dry mouth at a Pan-Latin restaurant.  Luckily this wasn't the case.  First, I was more than pleased that I was able to get a meat free option and most importantly it tasted so good.  One of the best Arepas I've had and I've had them in Bolivarian Republic of Gran-Colombia so I was beyond pleased.Service was top notch and I am glad that I did not let my judgement get the better of me and I experienced a new spot."
4328,"Pleasantly surprised. Walk by this place all the time, never gave it a second thought. We were looking for a place that had a late happy hour and after googling random places, we decided on this one. The margaritas are not great, had to send mine back, but the sangria was excellent. The food was delicious, never had a veggie burger from a Mexican restaurant before, but it was really good. This place is a nice stable restaurant in the Lower East Side. They are usually always busy. Around 9pm they shut down the restaurant, remove the tables, and it becomes a Latin discotheque. We stayed for a little while, then realize it wasn't really our science during the discotheque. Ive been craving their veggie burger since I left. Can't wait to eat there again."
4329,"I've been wanting to give this place a try & finally made my way here, we came in & were seated right away. Drinks to start had the Caprihana ah very harsh w the lemon taste not that great, we switched to the Red sangria much better. On the Tapas we tried the stuffed platano relleno, tostada & yuca fries.The Plátano relleno aka stuffed plantain was very good, the roasted pork meat was very tasty, The Tostada was great as well , decent size good tasting meat. The Yuca fries were the winner of the night they were delicious, nice taste fried but not greasy really good fries.Decent looking place , good music playing , service was good & prices are reasonable, we enjoyed our food & drinks."
4330,Came for brunch this past weekend and had a lovely time. Very nice service and great music. Had the steak and eggs with bottomless brunch and it was delicious!
4331,Happy Hour every day here basically ! ! !Octopus - itself it's quite tender but a bit lack of the sea flavor that an octopus should have. Avo hummus that came with it was really good.Pork Rib with Espresso BBQ sauce - so goood so tender the meat just fell of the bone and the sauce was delicious and rich but not too rich.Arepa (white corn cake) Jardinera - arepa was a bit dry to me. Not loving this as much as to the other two.Drinks are a bit too sweet for me here.
4332,Great vibes here!! Really generous happy hour (daily from 12-8). Mojito comes with a sugar cane garnish which is really fun & actually delicious & refreshing to chew on. Queso fundido was good too but wish it came with more tortillas (homemade though!) First time trying and now definitely one of my favorite happy hour spots!
4333,Yuca bar has always been my favorite spot! Food is tasty and drinks are amazing and strong. Staff is friendly.Tip: they have happy hour everyday until 8pm and half price tacos every Tuesday
4334,"The service snd cleanliness has gradually declined As a native LES-er, i Have been going here for years decided to stop by here earlier and was stuck on how dirty this place is Initially wanted to sit indoors but it was a fucking sauna in there. Flies everywhere and when bought to the server's attention, she simply replies ""yea there's always flies in this area"" while referencing my table. She then proceeded to try and take an order. Also noticed that my silverware was on the bare table without any napkins. Great. Didn't order anything. Just walked out. Never returning."
4335,"I came to this place twice so far and have had a great time both times. The food is bombbbbb - I have tried the yuca fries, the steak skewer things I think called churrasquinos, and empanadas. The drinks are great too and happy hour is til 8! Frozen/on the rock mojitos and margaritas. The best part is the music is always on point: I love a place with good music and good vibes. A fun time! Definitely worth going to."
4336,"I left Yuca Bar very happy, and its not just because the drinks were strong! The overall experience was amazing. They offer a great happy hour with many full sizes drinks under $15. I had a mojito to drink and we ordered the empanadas as our starters. For our entrees we had the churrasquinhos and the pinchos de pollo. Everything was amazing. The drinks were big, sweet, and featured a generous serving of etoh. The the empanadas were packed with flavor and the meat skewers were tender and well seasoned. The staff was also really nice and very attentive. Overall it was a great experience. Cant wait to go back!"
4337,"Came here for brunch on a weekday and they have indoor and outdoor dining. It was pretty busy but we were greeted by multiple waitstaff asking if we were waiting to be seated. It took about 10 minutes for us to get seated, which wasn't bad. And if it took longer,just get a drink to start. For covid, staff are wearing masks except for the one guy. The tables are also separated by a panel for distancing.Only speaking for brunch. I love egg benedict so of course I ordered the arepas benedictos : with ham and home fries, there is the option for salmon and rice and beans as well, and my friend had the guacamole toast with eggs. It was quite interesting with the arepas,but overall enjoyable. My friend had also enjoyed the guacamole toast as well. Although I don't remember the taste too much now, but no complaints there. We also had the 1 hour bottomless mimosas, in which our waitress was on top of whenever we were empty. Overall a great experience. Will give dinner service a try next time."
4338,"Love this place. Food is fresh and very well cooked with great season. My favorite was the yuca fried and the bread pudding . Decor is cute and the customer service was very friendly , fast and accomodating. I def recommend ."
4339,"Came here on a Saturday with a party of seven for brunch. There was no wait and we were seated right away. The happy hour and bottomless deals were great for drinks. I ordered the steak burrito with a side of yuca fries and enjoyed my meal. Others in my party weren't as impressed with their food, but overall we did not have any major complaints. Definitely a good option for drink deals if you're looking for that."
4340,"I just don't know about Yuca. My friends loved this spot and were excited to bring me here for the first time. We were able to get a large group seated without a reservation, and ordered drinks and snacks. I absolutely loved my Mojito (it comes with sugar cane in the drink) and my yuca fries were great too. Everyone else seemed happy with their drinks and food! However, the negative experience came from the staff. Cash was discreetly removed from my friend's wallet, and then ""given back"" to her once she noticed. The staff member claimed she had left her wallet in the bathroom, but it had never left the area of our table. We quickly left after this incident.Overall, food and drinks are fantastic, but stay alert at Yuca."
4341,"OMG. Go here for drinks and happy hour. I swear it's worth it. Also, the food is incredible, but wow the drinks! Great atmosphere. P.s. Try the yuca fries."
4342,After work happy hour spot! Great music! The bartender Pablo makes amazing drinks and entertaining. The guacamole was delicious!
4343,"Let me start off by saying that Yuca bar has been one of my favorites for a while. Ive been here for brunch, lunch and dinner on multiple occasions without ever being disappointed. I recently came twice before COVID hit - once for dinner and once for brunch, both of which where great. For brunch you get a prefix option ($21) that comes with either a mimosa, bloody mary, sangria or yuca sunrise. You can upgrade to $12 per person for 2 hours of unlimited mimosas or sangria which is 100% worth it in my opinion. The prefix also includes coffee or tea. I decided on the guacamole toast with eggs because how can you ever go wrong with avo toast (duh). It was really filling and came with a side salad to make me feel healthier, love it. Bae got the breakfast burrito. We both really enjoyed our meals and left as happy campers, literally after 2 hours of bottomless mimosas. Dinner here is always a good idea if you're in the area because theres really good music and a great vibe. I'm a big fan of coming during happy hour ($9 drinks) and getting assorted tapas. Pretty much everything I have tried has never disappointed. During COVID I actually came on the first day that NYC initiated phase 3 of outdoor dining. I was surprised at how smooth it was other than the fact that I could tell the staff was flustered. We had to send 2 of our sangria pitchers back because 1. had a plastic piece of something in it and 2. there was fly. I understand how difficult things are right now so we just asked the waitress to replace it and she was very apologetic and friendly about it. I didn't take stats off for it because I've never had this experience here and i'm sure that it's gotten better since. I can't wait to return soon and support one of my favorite restaurants in NYC!"
4344,"Come to Yuca Bar if you desire to people watch drunken college students stumbling down 7th St as you consume painfully average chips and guac over an overpriced mojito. My first mistake here was missing happy hour - had my drink been less expensive and had I been significantly more drunk, I likely would not have minded the food here.To start, the chips and guac were nothing more than mediocre. I must say, I appreciate the lack of superfluous oil on these chips. They tasted quite fresh, but the downfall of these tri-colored tortillas lay in the lack of flavor. The guac could have used a bit more heat and citrus, but guac is guac and tends to please the masses regardless of its recipe. I ordered the Spanish salad with added chicken for my main. It pains me to write about the chicken paired with this dish. The protein was as dry as Aoulef, Algeria (a small town with an average rainfall of 0.48 inches per year) and tasted of burnt firewood. The rest of the salad was, once more, painfully average. As for my unsweetened mojito: a job well done.My overall thoughts: come here with friends for a casual meal when you fail to get your act together and make a group reservation for a Wednesday night. Do not expect to consume food that will please the palate, though. My recommendation: get drunk and order some tacos. Hopefully the inebriation will mask the mediocrity of this food."
4345,"super amazing tapas place. The plantain with roast pork was amazing and the tacos were superb. Order the mushroom arape if you go here. That is Very very important! I could eat a mushroom arape everyday for lunch. The four stars is because we couldn't mix and match tacos - we assumed we would've been able to get multiple types especially as they are all the same price! Also, there weren't very many vegetarian options."
4346,"Excellent happy hour margaritas! The food was authentic (as far as I know) and delicious! Cute cozy place, good energy."
4347,"This place has amazing food, drinks were good, and the vibes were on point. I wish the menu was bigger and had more options because the things I tried were so delicious. And omg the bread pudding was to die for, so good!!"
4348,"Let me just start by saying I've been coming to this place for years and the food and service has gotten horrible. Not only that but the last time I went I left my cell phone in the bathroom and when I went right back to get it, it was gone! my boyfriend was calling it and my Apple Watch was ringing meaning it was nearby, my boyfriend looks inside the toilet cover Holder that is on the wall and finds my cell phone hiding in there and the waitress tells me, ""that was definitely a worker here hiding it until you left so they can snatch it at the end of their shift"". Definitely was a worker, if it was a customer they would've just took my phone and turned it off. Don't come to this place!!"
4349,"Since this is a small place they put screens between tables to allow for more seating. They still do not have their full menu which was disappointing because I was looking forward to getting the parrillada, but they were not serving that. The yucca fries which used to be my favorite at this place was also a bit disappointing when I went post Covid because they didn't taste how I remembered, nicely breaded and crunchy. Hopefully they will get their menu back soon."
4350,OMGOSH THE FOOD & Drinks!!! So good. Everything is delicious esp. the Paella and Arepas with steak. You gotta try the grilled octopus and desserts as well. Definitely recommend
4351,"Yuca Bar is a great spot for brunch! Especially now during covid, because they offer plenty of outdoor seating. The servers were all very friendly and all had masks covering their faces. They have a limited brunch menu, which is much more scaled back compared to their pre-Covid menu. However, they still have happy hour! I ordered the passion fruit frozen margarita, which was perfect on a 90 degree NYC weekend! I highly recommend the shrimp tacos! I almost wish I got 2 orders - that's how good they were! I also ordered the rancheros, which was just okay. My friend ordered the arepas benidictos, which was visually appealing, but lacked salt and flavor."
4352,"This place is run by crooks. I went here for brunch (food was meh, drinks were garbage), but before I sat down for brunch, I bought two drinks for my friend and me at the bar. I paid for these drinks at the bar and had an $18 charge. This charge is present on my credit card statement. Fast forward a couple days later and I had an additional charge for $48 on my credit card. I've called the restaurant five times now over the course of the week and they refuse to refund this erroneous charge claiming that I ""must have forgot about signing this bill"" or that maybe ""I was distracted"" and bought something without remembering. They refuse to face the obvious reality that they charged someone else's food to my credit card!And, before you ask, yes I also have a third (correct) charge on my credit card for the brunch I ate here. But the second (obviously incorrect) charge for $48 is the one in question. They refuse to refund me. They are crooks. This place is run by terrible human beings. If you care about fairness and doing what's right, avoid this place at all costs. Bad people run it."
4353,"YUMM! Came here with a group of friends for brunch. We were expecting to order the bottomless mimosas / sangria / margaritas that were on their online menu but they informed us that their bottomless option changed since Covid hit.  I forgot the price but you could only do mimosas and drink for 1 hour. Besides that slight disappointment, which is totally understandable, everything was fantastic! Great service and amazing food!! The atmosphere is very pleasant, especially when it's warm enough for them to open the windows up. I definitely recommend everyone try here."
4354,"We got the fish, steak, and octopus tacos and they were all amazing!! The outdoor area is beautiful and warm, we will definitely be coming back. Great service too."
4355,"been meaning to try this place for awhile. it always seemed really popular every time I walked by. we got the churasco, the quesadilla, calamari and the guac with chips.the churasco was delicious and it came with yuca fries ! definitely fell in love with it. we also really liked the guac with chips as well. the calamari and quesadilla was okay but the vibes of this place was definitely amazing. nice place to catch up with friends and chat over a mealhope to try their happy hour the next time we go! it's from 12-8pm. will definitely be back"
4356,"Now that NYC is in phase 2 city wide, I decided to get some food with friends as a pre bday celebration for one of them. We all agreed on yuca bar.Upon arrival you can see the various signs of precaution. You must wear a mask and only outdoor seating for parties of 4 max and all tables 6feet apart. Our party was 5 but we were accommodated and sat in the far back outside. I would be lying if I said I wasn't scared before going because I was, but seeing the waiters with mask and gloves kept me relieved- as well as seeing how hard the staff was on seating arrangements.Luckily we arrived at the start of happy hour so our drinks ranged from $8-$9. I ordered the passion fruit mojito since it seemed fitting for the hot summer day with yuca fries and fish tacos(2 in a order). The wait was super short and all our orders were properly served to us."
4357,"I love solid Latino-infused food and Yuca Bar nailed it. I went with a couple of friends and I got the pulled pork burger and yuca fries, my friends got the yuca burger and the Cuban sandwich. The pulled pork burger was magnificent - amazing flavors and the added avocado added a nice balance to the jalapeños. My friends loves their food as well. I also got a pisco sour. I loved having those in Chile and was super excited to see pisco on the menu. My drink was perfection and very reminiscent of that trip. The service was okay. It was extremely busy (which I loved - I miss the bustling New York night life). Our host was fantastic and very attentive. And our waitress was lovely, but we were definitely forgotten about a couple times and we ordered chips and guacamole that never came, which ended up being fine. For COVID: they had excellent outdoor seating - still had some personality and heating. Indoor seating is also an option and the inside is SO cool. They don't take reservations - we went around 8pm on a weekday and waited around 20 minutes. I definitely recommend it if you're in the east village!"
4358,This place has one bathroom and will let you pee yourself before allowing you to go to the bathroom.
4359,"Came here for a first date, it was good! Nothing super exceptional. I ordered a margarita/sangria cocktail and a quesadilla. I was surprised at how good the food was. Super crowded on a Saturday night, though. So we waited a while in line to be seated. Overall I would come here again but only if someone else invited me/was paying. The drinks are good and the food was good, but ~just good, if you know what I mean."
4360,"Came here for a late afternoon snack and drink. They have good ample outdoor seating space and dividers. The setup also very cute with the plants around the seating area. Ordered the fish tacos and a sangria. I really enjoyed the fish tacos - the fried fish fillet was juicy and flavorful with chipotle aioli sauce and a thin slice of avocado to top it off. The wait staff was very friendly and attentive. I recommend this place if you're looking for happy hour, brunch and or tapas in the east village."
4361,Went on a Monday around noon and I had a great experience! Got the $17 bottomless brunch with a friend and had mimosas which were tasty (I personally preferred that over the sangria and I tried both)! The service was quick and pleasant. My entree was a good sized portion and tasted yummy! Would definitely return!
4362,"Yucas is a decent quick stop if you are looking for an average time. The drinks are the only thing worth mentioning in terms of a positive. My wonderful girlfriend is in a quest to find the best Mojito in the city, and Yucas ranks on the better half of those being ranked. However, the rest of the offerings is what lands Yuca the two stars. We all want good food in a good portion. If you give me one of the two, I'll be happy. However, Yuca Bar has the audacity to supply neither of the two. The portions were small and the food was not worth finishing. The real travesty in this place is the bathroom. Once you make your way through a fun and lively environment that is thriving in the restaurant, you enter a different atmosphere in the bathroom. I felt like I needed a knife to protect myself in there. Dimly lit, flickering life, disgusting floors, wonky mirror, traumatized toilet, and a putrid smell to top it off. There's many bars within an arms reach. I would suggest you try somewhere else."
4363,Ok... this is my numero 1 when I'm in my old 'hood. On avenue A.. near park. They have both indoor and outdoor seating.   It's always packed but for some reason the powers that be made it possible lol. My friend and I met there around 5:00 p.m. for a quick bite and a drink. He arrived before me and was lucky to grab a table.   They are following covid protocol so you feel Comfortable. It is a mixed crowd of locals and out of towners because it is a favourite in the area.  I ordered the coconut Margarita and he had sangria..then thevstuffed sweet plantain and empanadas. Delicious beyond words. And I cannot say enough about the manager who meets people at the front door and makes you feel like your walking into your friend's place. I truly love this spot and I hope that they continue to do well despite COVID and anything else that comes our way. LOVE the Lower East Side
4364,"So yum. The atmosphere is really fun and lively with good drinks. The tacos come in 3 and my friend and I got steak, Chicken, and shrimp to split. They were all so good, especially the steak. Would be a good place for a small bday dinner or fun dinner before going out."
4365,Wow soooooo I really didn't expect the food to be yummy! It was great ! The steak was cooked to perfection ! The service was great ! And so were the drinks ! They put actual sugar cane in the Mojito which was impressive.  The beef empanadas I definitely  recommend !! They taste way better than the chicken. The place was very cute and the vibe was nice and chill great music!
4366,WowWow! Amazing customer service! Great atmosphere and  staff. The food was so good i got the steak and eggs w/rice and beans *drool* it was made just the way i ordered. We got the bottomless mimosas . My friends and i had such a great time we will definitely be back later in the spring!
4367,"I've been going here for years. Can't believe I've never left a review, but their churrasco never fails! Coming from someone who needs to try the  steak everywhere!"
4368,I LOVED THIS RESTAURANT! Drinks were nice and strong and the food had so much flavor to it! The food came out within 10 min of order which is great! I had to rush my dinner but will def be coming bak for more!!  They even had a band playing when I went in for Cinco De Mayo! I was so happy I went there it was worth the hour ride! YOU WONT REGRET IT!
4369,Good food. The chimichurri sauce on Yuca fries was great! I liked the garlicky flavoring. I'd recommend.
4370,Want to have fun Latin style? This is your place. I think this is the closest you'll get to feeling like you're clubbing in Miami. The servers are amicable and the crowd is pleasant.
4371,"Came on a Sunday for an impromptu brunch around 1pm. Seating was readily available for a group of 5. Vegetarian friendly? Eh there are some options but the breakfast options could be better. I ended up ordering a non-veg option (arepas benedictos) and asking them to take out the ham. I also think the arepas benedictions could have more flavor in the cilantro infused hollandaise sauce. The beans that accompanied the dish were very flavorful though, I could've eaten a whole bowl! For this being called a yuca bar, I didn't see much yuca inspired or infused dishes. Would've definitely liked to see that come out more in the breakfast / brunch menus. The bottomless experience includes mimosa or Bellini for 1 hour, and the drinks are decently strong so I think it's worth it.Aesthetics of this place are on point!! Cute Mexican inspired tiling and tables! Would I come back again? I wouldn't mind an affordable brunch with cute aesthetics so yes !"
4372,Review is just for the Bar and Happy Hour*Our bartender was super nice and made our drinks pretty strong. You can't really go wrong with 8 dollar happy hour drinks. My Moijio was delicious and it reminded me of the ones I had in Miami. I highly recommend their yuca fries. It came with chimichurri sauce and they weren't dry (like most yuca fries I've had from other places). Freaking delicious.
4373,"This had been one of my go to spots in my neighborhood but the service and food now stink. Went here with a group of friends three nights ago and the server didn't speak English. Last time I checked this is America where we speak English. Food was overpriced, overcooked and restaurant was overcrowded. Go check it out if you want Covid. NO MASKS ANYWHERE!"
4374,"It was a very busy place. Though, our server was quick and attentive. The food was yummy. Drink was good. It's a nice place to hang with friends"
4375,"I can here last night for dinner with a few coworkers. We ordered guacamole and chips for the table and various drinks. The drinks and guacamole were all delicious. I got the yuca burger for dinner and then also tried my friend's churrasquinhos. Both were incredibly dry. This was especially frustrating on the burger because I had ordered it cooked to medium and it was cooked to well done. Lastly, one person's meal took an extra 15-20 mins to come out so the rest of us were practically done eating by the time she was able to start."
4376,"Really delicious food and great service! The waiter was very personable and engaging, he's from Spain and was excited to talk with us about it!What we ordered: -Pulpo ala Plancha: this octopus dish was delicious! I definitely recommending ordering this when you come. The sauce was so delicious and very citrusy. I enjoyed dipping everything in the sauce-Pico de Gallo and Guacamole: the chips were tri-colored and also came with plantain chips. The gauc and pico were also very good. -Pechuga de Pollo: this chicken dish was delicious and came with mashed potatoes. I really enjoyed it! The food here is authentic and delicious. This is a great place in the village."
4377,I love visiting this restaurant over and over they're very friendly the food is delicious the sangria is out of this world we also ate Yuca fries and paella and some barbecue ribs it's so yummy
4378,"This place has made me fall in love with Peruvian food! I came here for brunch without reservations on a Sunday at 3:00 pm and wasn't disappointed. I had the arepas Eggs Benedict with salmon and a white sangria. The sangria was perfect and not overpowering. Now back to the food, it was beyond delicious and filling. It was a great plus that it came with some good ole rice and beans. I would definitely come back and recommend to someone looking for some bomb Latin cuisine! Completely worth the visit!"
4379,"I use to really love this place until they served me old meat. This is a review before Convid-19 impacted the world. I ordered calamari and it was good, order steak quesadilla and that was a huge mistake! It looked beautiful on the outside until I bit into it! It was disgusting!!! I called the waiter over and told him the meat tasted old and he took it back. After a few minutes, he came back and informed me he tasted it as well and it is not good. I did not receive any apologies and have not been back since! There is no excuse for ever giving a customer....OLD MEAT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
4380,"It's good, expensive. Steamed sea bass = looks and tastes good. Vegetables were undercooked. Fish itself is a little overcooked near the edges. Mushroom ravioli = was tasty. Mashed potatoes = inedible. Really sour. Don't order that. The fish was good but wished it wasn't slightly overcooked."
4381,"My friend described this as a slightly nicer version of the Smith, and while I've never been to the Smith, I unfortunately no longer think that was a compliment. My husband and I split the beyond burger and the smoked salmon Benedict. Our friends got a burger and an omelette. The eggs on the Benedict were nowhere near poached--completely solid when you cut into them, and nothing else about the dish was especially redeeming. We were going to split but after eating about a third of my portion, I passed it onto my husband. The burger was pretty dry but ultimately fine, and they served it (as with all French places) with an inordinate amount of fries. I wasn't 'wowed' by this place, but honestly if someone suggested this place for brunch I'd probably be okay coming back. Are other places even better?! Idk. Hopefully next time they'll take the egg out before it calcifies, but even if they don't, I suppose an egg is an egg."
4382,"food was amazing, cute vibe, server was very attentive, overall great experience. Alexandro was server for our table and he was so nice and the service was great."
4383,"Before Covid, Boucherie had consistently good food and decent service (with the requisite bit of ""attitude"" from the hostesses). After Covid, much of the wait staff left, elevating the busboys to waiter status. Due to their lack of food knowledge, some language barriers and limited training, the service has been noticeably subpar. When recently dining at Boucherie, I had to remind the waiter multiple times to bring the correct dishes out (as he kept misunderstanding the order). The wrong glass of wine was brought out. My plate was whisked away before I had finished my meal (about 3/4 finished).  I will not return until the newly appointed wait staff is trained and the service dramatically improves."
4384,"I had the beef bourguignon and it may have been the best beef bourguignon I've ever had (but I'm not sure it's still on the menu).  I'll be concise:  the food is good.  It's a beautiful restaurant.  It's expensive.  And it's very loud.  I would eat her again, especially if someone else was paying(!)."
